timestamp,PM1 (��g/,PM2.5 (��g/m��) c,PM10 (��g/,CO2 (ppm) corrected,TVOC (ppb),Temperature (��C) corre,Humidity (%) corrected
2025-10-03 06:00:00+08:00,18.1,30.0,33.0,,,28.3,65.0
2025-10-03 07:00:00+08:00,4.8,12.4,13.2,,,28.1,64.0
2025-10-03 08:00:00+08:00,37.56,53.84,58.98,500.0,156.0,29.12,60.4
2025-10-03 09:00:00+08:00,29.3,42.6,46.0,,,27.6,66.0
2025-10-03 10:00:00+08:00,21.3,30.9,36.9,,,27.9,66.0
2025-10-03 11:00:00+08:00,37.7,51.7,63.7,,,28.8,61.0
2025-10-03 12:00:00+08:00,25.55,36.333333333333336,39.56666666666667,457.6666666666667,148.83333333333334,27.516666666666666,65.16666666666667
2025-10-03 13:00:00+08:00,34.7,50.8,56.7,,,27.5,67.0
2025-10-03 16:00:00+08:00,27.4,42.4,50.5,,,29.6,59.0
2025-10-03 17:00:00+08:00,61.36,90.48,96.22,579.4,280.2,27.68,66.0
2025-10-03 19:00:00+08:00,57.3,83.26666666666667,89.03333333333335,575.3333333333334,151.66666666666666,28.916666666666668,62.833333333333336
2025-10-03 20:00:00+08:00,63.15,95.65,101.78333333333336,591.6666666666666,512.0,28.03333333333333,62.16666666666666
2025-10-03 21:00:00+08:00,7.3,17.166666666666668,18.016666666666666,888.1666666666666,93.83333333333331,25.3,63.5
2025-10-04 07:00:00+08:00,41.1,56.2,62.4,,,30.6,55.0
2025-10-04 08:00:00+08:00,35.1,50.2,56.8,,,29.8,56.0
2025-10-04 09:00:00+08:00,12.85,23.35,25.23333333333333,512.0,232.83333333333331,29.016666666666666,53.333333333333336
2025-10-04 10:00:00+08:00,4.116666666666666,8.616666666666667,9.033333333333331,391.5,32.5,31.166666666666668,53.0
2025-10-04 11:00:00+08:00,11.5,17.5,18.1,,,28.7,55.0
2025-10-04 12:00:00+08:00,27.133333333333336,38.81666666666667,43.23333333333333,441.5,145.0,33.85,47.16666666666666
2025-10-04 13:00:00+08:00,24.9,35.6,38.9,,,32.2,50.0
2025-10-04 16:00:00+08:00,9.3,18.9,20.4,,,24.9,65.0
2025-10-04 17:00:00+08:00,36.88333333333333,52.76666666666667,59.75,529.3333333333334,91.5,28.48333333333333,60.5
2025-10-04 18:00:00+08:00,56.1,80.0,87.3,,,30.5,57.0
2025-10-04 19:00:00+08:00,50.45,74.76666666666667,81.6,501.5,144.16666666666666,29.4,60.16666666666666
2025-10-04 20:00:00+08:00,53.38,81.26,88.94,473.6,251.4,28.380000000000003,61.2
2025-10-05 06:00:00+08:00,35.3,53.2,64.9,,,28.8,61.0
2025-10-05 07:00:00+08:00,37.4,55.0,65.1,,,28.4,61.0
2025-10-05 08:00:00+08:00,58.6,90.9,96.3,,,29.3,59.0
2025-10-05 09:00:00+08:00,53.5,86.7,91.0,,,30.1,55.0
2025-10-05 10:00:00+08:00,39.5,64.0,72.2,,,30.4,52.0
2025-10-05 11:00:00+08:00,47.3,75.08333333333333,80.41666666666667,818.8333333333334,88.33333333333333,28.016666666666666,49.5
2025-10-05 12:00:00+08:00,82.8,136.4,140.9,,,31.3,55.0
2025-10-05 13:00:00+08:00,30.7,45.6,49.7,,,31.4,49.0
