Location ID,Location Name,Location Group,Location Type,Sensor ID,Place Open,Local Date/Time,UTC Date/Time,# of aggregated records,PM2.5 (ï¿½ï¿½g/mï¿½,PM2.5 (ï¿½ï¿½g/mï¿½ï¿½) c,0.3ï¿½ï¿½m particle c,CO2 (ppm) raw,CO2 (ppm) corrected,Temperature (ï¿½ï¿½C),Temperature (ï¿½ï¿½C) corre,Heat Index (ï¿½ï,Humidity (%) raw,Humidity (%) corrected,TVOC (ppb),TVOC index,NOX index,PM1 (ï¿½ï¿½g/,PM10 (ï¿½ï¿½g/,measure0,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15,measure16,measure17,measure18,measure19
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,2/4/2026 11:00,2026-02-04T03:00:00.000Z,60,36.9,24.1,1618,423,423,28.3,28.4,31.9,53,74,17,11,2,25,45.9,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,2/4/2026 10:00,2026-02-04T02:00:00.000Z,60,23.5,14.7,985,422,422,29,29.2,32.8,49,69,18,11,1,13.9,28.9,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,2/4/2026 9:00,2026-02-04T01:00:00.000Z,60,22,14.2,999,422,422,29.7,30,34.2,47,67,17,10,1,13.9,26.6,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,2/4/2026 8:00,2026-02-04T00:00:00.000Z,60,43.3,31.7,2082,451,451,28,27.9,30.6,50,71,15,7,1,28.2,55.8,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,2/4/2026 7:00,2026-02-03T23:00:00.000Z,60,62.3,50.1,3590,480,480,26.5,26.2,27.3,54,75,75,71,1,44,75.6,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,2/4/2026 6:00,2026-02-03T22:00:00.000Z,60,48.3,37.5,2688,475,475,25.7,25.3,25.9,56,78,136,130,1,33.6,62,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,2/4/2026 5:00,2026-02-03T21:00:00.000Z,26,44.8,32.5,2357,473,473,23.6,22.7,22.9,64,88,98,102,2,31,57,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,2/3/2026 11:00,2026-02-03T03:00:00.000Z,54,2.8,3.7,320,422,422,30.9,31.4,35.4,41,59,38,37,1,0.7,3.6,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,2/3/2026 10:00,2026-02-03T02:00:00.000Z,60,17.5,11.4,847,446,446,30.8,31.3,35.8,43,61,62,65,1,11.9,20.6,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,2/3/2026 9:00,2026-02-03T01:00:00.000Z,55,36.2,23.6,1591,450,450,29.5,29.8,33.3,45,65,64,66,1,24.4,45.4,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,2/3/2026 8:00,2026-02-03T00:00:00.000Z,59,38.6,25.7,1721,450,450,27.4,27.2,29.2,49,70,51,52,1,25.6,50.8,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,2/3/2026 7:00,2026-02-02T23:00:00.000Z,60,38.5,25.9,1907,465,465,26.9,26.6,28.1,52,72,240,208,1,27.3,47.9,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,2/3/2026 6:00,2026-02-02T22:00:00.000Z,60,41.1,28.4,2112,472,472,25.6,25.2,25.8,56,78,301,205,2,29.1,50.7,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,2/3/2026 5:00,2026-02-02T21:00:00.000Z,30,44.6,31.5,2292,480,480,23.8,23,23.1,63,87,89,94,2,31.6,54.6,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/30/2026 16:00,2026-01-30T08:00:00.000Z,45,25.4,14.2,1114,421,421,26.2,25.9,26.7,62,85,82,84,1,17.3,29.4,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/30/2026 15:00,2026-01-30T07:00:00.000Z,40,49.9,37.7,2629,441,441,25.4,24.9,25.8,66,90,101,106,1,34.4,61.5,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/30/2026 14:00,2026-01-30T06:00:00.000Z,5,22.5,10.9,881,445,445,23,22.1,22.1,77,100,87,92,1,11.5,25.2,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/30/2026 13:00,2026-01-30T05:00:00.000Z,3,22.8,10.8,793,471,471,22,20.9,20.9,81,100,28,25,1,10.4,24.9,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/29/2026 16:00,2026-01-29T08:00:00.000Z,15,3,3.2,328,399,399,28.6,28.6,31,45,64,145,140,1,1,4.2,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/29/2026 15:00,2026-01-29T07:00:00.000Z,60,1.3,2.5,242,400,400,28.8,28.9,31.3,44,63,138,132,1,0.1,2.1,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/29/2026 14:00,2026-01-29T06:00:00.000Z,20,0.4,1.4,202,407,407,28.3,28.3,30.5,46,65,102,102,1,0,1,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/27/2026 8:00,2026-01-27T00:00:00.000Z,20,14.6,8.3,745,403,403,27,26.8,29.3,59,82,31,28,1,8.8,17,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/27/2026 7:00,2026-01-26T23:00:00.000Z,59,7.6,4.4,529,403,403,26.5,26.2,27.6,62,85,29,25,1,4.4,8.8,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/27/2026 6:00,2026-01-26T22:00:00.000Z,60,7.8,4.6,549,406,406,26.1,25.7,26.6,64,88,107,109,1,4.8,9.2,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/27/2026 5:00,2026-01-26T21:00:00.000Z,60,5.2,3.2,439,411,411,26.3,26,26.9,62,85,121,114,1,2.7,6.2,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/27/2026 4:00,2026-01-26T20:00:00.000Z,60,8.2,5.3,578,413,413,26.3,26,26.9,62,85,45,44,1,5.1,9.4,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/27/2026 3:00,2026-01-26T19:00:00.000Z,60,6.2,4.3,468,412,412,26.4,26,26.9,61,85,148,138,1,3.1,7.5,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/27/2026 2:00,2026-01-26T18:00:00.000Z,60,5.6,3.4,460,415,415,26.6,26.3,28,61,84,346,257,1,3.2,6.5,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/27/2026 1:00,2026-01-26T17:00:00.000Z,60,4.5,2.5,399,416,416,25.4,24.9,25.6,65,89,106,108,1,2,5.1,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/27/2026 0:00,2026-01-26T16:00:00.000Z,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/26/2026 22:00,2026-01-26T14:00:00.000Z,23,25.3,14.1,1005,413,413,27.1,26.9,29.6,57,80,1026,461,1,17.1,28,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/26/2026 21:00,2026-01-26T13:00:00.000Z,60,25.4,14.1,1000,409,409,27.1,26.9,29.5,58,80,406,273,1,16.3,28.2,,,,,,,,,,,,,,,,,,,,
