Location ID,Location Name,Location Group,Location Type,Sensor ID,Place Open,Local Date/Time,UTC Date/Time,# of aggregated records,PM2.5 (ï¿½ï¿½g/mï¿½,PM2.5 (ï¿½ï¿½g/mï¿½ï¿½) c,0.3ï¿½ï¿½m particle c,CO2 (ppm) raw,CO2 (ppm) corrected,Temperature (ï¿½ï¿½C),Temperature (ï¿½ï¿½C) corre,Heat Index (ï¿½ï,Humidity (%) raw,Humidity (%) corrected,TVOC (ppb),TVOC index,NOX index,PM1 (ï¿½ï¿½g/,PM10 (ï¿½ï¿½g/,measure0,measure1,measure2,measure3,measure4,measure5,measure6,measure7,measure8,measure9,measure10,measure11,measure12,measure13,measure14,measure15,measure16,measure17,measure18,measure19
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/26/2026 20:00,2026-01-26T12:00:00.000Z,60,28.4,15.8,1142,409,409,27,26.8,29.4,58,80,417,299,1,19.7,32.6,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 19:00,2026-01-26T11:00:00.000Z,60,32.3,19.2,1371,409,409,27.2,27,29.8,58,80,251,193,1,22.2,37.7,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 18:00,2026-01-26T10:00:00.000Z,60,56.4,44.6,3118,445,445,27.5,27.4,31,60,83,934,420,2,39.2,67.9,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 17:00,2026-01-26T09:00:00.000Z,59,45,33.2,2246,426,426,27.8,27.7,31.5,58,81,356,253,1,30.6,55.9,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 16:00,2026-01-26T08:00:00.000Z,60,33.5,22.2,1547,417,417,27.9,27.8,31.5,57,79,292,217,1,22,40.8,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 15:00,2026-01-26T07:00:00.000Z,60,22.2,12.8,923,399,399,28.1,28.1,31.7,55,76,57,49,1,13.3,25.6,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 14:00,2026-01-26T06:00:00.000Z,60,37.1,24.2,1639,411,411,28.4,28.4,32.1,53,74,107,83,1,25.1,44.8,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 13:00,2026-01-26T05:00:00.000Z,60,39.9,27.4,1778,431,431,28.6,28.7,32.6,52,73,87,84,1,26.9,49.2,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 12:00,2026-01-26T04:00:00.000Z,60,41.1,28.9,1889,422,422,28.2,28.2,31.4,52,72,68,64,1,27.6,51.2,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 11:00,2026-01-26T03:00:00.000Z,60,50.6,40.3,2667,442,442,28,27.9,30.8,51,72,186,158,1,34.1,63.8,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 10:00,2026-01-26T02:00:00.000Z,60,46.4,35.7,2368,444,444,28.2,28.2,31.1,51,71,284,197,1,31.3,58.9,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 9:00,2026-01-26T01:00:00.000Z,60,47.7,37.2,2501,448,448,28,28,30.8,51,71,337,232,1,32.6,60.4,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/26/2026 8:00,2026-01-26T00:00:00.000Z,60,43.8,32,2152,445,445,26.3,26,27,55,76,172,141,1,29.7,55.1,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/26/2026 7:00,2026-01-25T23:00:00.000Z,60,38.7,25.7,1741,435,435,25.4,24.9,25.5,56,78,197,153,1,26.1,48.5,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/26/2026 6:00,2026-01-25T22:00:00.000Z,60,44.1,32,2199,456,456,25.2,24.7,25.3,57,79,111,113,2,29.8,56.1,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/26/2026 5:00,2026-01-25T21:00:00.000Z,36,51.3,37.9,2641,452,452,23.7,22.8,23,63,86,93,98,1,35.5,62.9,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,FALSE,1/24/2026 5:00,2026-01-23T21:00:00.000Z,3,30.9,16.3,1218,453,453,20.1,18.6,18.6,70,96,36,34,1,21.3,37.8,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/22/2026 17:00,2026-01-22T09:00:00.000Z,56,8,6.2,530,405,405,27.3,27.2,28.6,44,63,170,166,2,4.1,9.4,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/22/2026 16:00,2026-01-22T08:00:00.000Z,60,3.8,4.1,338,400,400,28,27.9,29.4,43,61,88,92,1,0.9,4.5,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/22/2026 15:00,2026-01-22T07:00:00.000Z,60,2.1,3,271,402,402,28,28,29.6,43,62,76,79,1,0.4,3,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/22/2026 14:00,2026-01-22T06:00:00.000Z,60,1.2,2.4,240,402,402,28.5,28.6,30.4,42,60,79,84,1,0.3,1.9,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/22/2026 13:00,2026-01-22T05:00:00.000Z,60,17.6,11.7,827,409,409,28.9,29,31.1,42,61,109,113,1,11.8,20.4,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/22/2026 12:00,2026-01-22T04:00:00.000Z,60,31,19.1,1318,411,411,29.1,29.3,31.6,43,61,85,90,1,21.6,36,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/22/2026 11:00,2026-01-22T03:00:00.000Z,58,24.8,15.6,1071,428,428,29.3,29.5,31.9,42,60,208,176,1,16.3,29.1,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/22/2026 10:00,2026-01-22T02:00:00.000Z,53,7.8,6.1,521,393,393,28.1,28.1,29.8,44,62,96,102,1,4.3,9.6,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/21/2026 16:00,2026-01-21T08:00:00.000Z,14,5.2,4.2,374,396,396,28.7,28.8,31.5,46,65,40,39,1,2.8,6.4,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/21/2026 15:00,2026-01-21T07:00:00.000Z,60,1.1,1.7,228,389,389,28.9,29.1,32,46,65,56,57,1,0.4,1.7,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/21/2026 14:00,2026-01-21T06:00:00.000Z,60,0.7,0.9,194,396,396,29.1,29.2,32.2,46,65,35,33,1,0.2,1,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/21/2026 13:00,2026-01-21T05:00:00.000Z,60,8.9,6.2,508,403,403,28.9,29,32.2,47,67,74,76,1,5.7,10.8,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/21/2026 12:00,2026-01-21T04:00:00.000Z,60,35.3,22.5,1544,405,405,29,29.2,33.1,49,70,80,83,1,24.5,41.7,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/21/2026 11:00,2026-01-21T03:00:00.000Z,59,36.7,24.1,1651,416,416,29.4,29.6,34.2,50,71,87,91,1,25.3,44.4,,,,,,,,,,,,,,,,,,,,
182446,Ramon Avancena High School,,Outdoor,airgradient:34b7dad31274,TRUE,1/21/2026 10:00,2026-01-21T02:00:00.000Z,41,18.5,11.4,831,424,424,28.5,28.5,32.4,48,67,92,98,1,10.5,21.9,,,,,,,,,,,,,,,,,,,,
