"id","location_key","timestamp_utc","pm25","temperature_c","humidity_pct","pm1","pm10","co2","tvoc","has_pm1","has_pm10","has_co2","has_tvoc","source","raw_payload","inserted_at"
"267748","openaq:1845518","2023-11-18 20:00:00+00",NULL,"27.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267749","openaq:1845518","2023-11-18 21:00:00+00",NULL,"27.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267750","openaq:1845518","2023-11-18 22:00:00+00",NULL,"27.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267751","openaq:1845518","2023-11-18 23:00:00+00",NULL,"27.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267752","openaq:1845518","2023-11-19 00:00:00+00",NULL,"28.3",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267753","openaq:1845518","2023-11-19 01:00:00+00",NULL,"29",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267754","openaq:1845518","2023-11-19 03:00:00+00",NULL,"30",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267755","openaq:1845518","2023-11-19 04:00:00+00",NULL,"30.5",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267756","openaq:1845518","2023-11-19 05:00:00+00",NULL,"30.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267757","openaq:1845518","2023-11-19 06:00:00+00",NULL,"31",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267758","openaq:1845518","2023-11-19 07:00:00+00",NULL,"31.100000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267759","openaq:1845518","2023-11-19 08:00:00+00",NULL,"30.2",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267760","openaq:1845518","2023-11-19 09:00:00+00",NULL,"30.399999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267761","openaq:1845518","2023-11-19 10:00:00+00",NULL,"29.5",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267762","openaq:1845518","2023-11-19 11:00:00+00",NULL,"29.2",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267763","openaq:1845518","2023-11-19 12:00:00+00",NULL,"29",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267764","openaq:1845518","2023-11-19 13:00:00+00",NULL,"28.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267765","openaq:1845518","2023-11-19 14:00:00+00",NULL,"28.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267766","openaq:1845518","2023-11-19 15:00:00+00",NULL,"29.399999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267767","openaq:1845518","2023-11-19 16:00:00+00",NULL,"29.100000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267768","openaq:1845518","2023-11-19 17:00:00+00",NULL,"28.399999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267769","openaq:1845518","2023-11-19 18:00:00+00",NULL,"28.399999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267770","openaq:1845518","2023-11-19 19:00:00+00",NULL,"28",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267771","openaq:1845518","2023-11-19 21:00:00+00",NULL,"28.100000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267772","openaq:1845518","2023-11-19 22:00:00+00",NULL,"27.600000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267773","openaq:1845518","2023-11-19 23:00:00+00",NULL,"27.600000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267774","openaq:1845518","2023-11-20 00:00:00+00",NULL,"28.600000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267775","openaq:1845518","2023-11-20 01:00:00+00",NULL,"29.3",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267776","openaq:1845518","2023-11-20 02:00:00+00",NULL,"30.2",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267777","openaq:1845518","2023-11-20 03:00:00+00",NULL,"30.100000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267778","openaq:1845518","2023-11-20 04:00:00+00",NULL,"30.3",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267779","openaq:1845518","2023-11-20 05:00:00+00",NULL,"30.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267780","openaq:1845518","2023-11-20 06:00:00+00",NULL,"30.8",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267781","openaq:1845518","2023-11-20 07:00:00+00",NULL,"31.2",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267782","openaq:1845518","2023-11-20 08:00:00+00",NULL,"30.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267783","openaq:1845518","2023-11-20 09:00:00+00",NULL,"29.7",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267784","openaq:1845518","2023-11-20 10:00:00+00",NULL,"30",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267785","openaq:1845518","2023-11-20 11:00:00+00",NULL,"29.2",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267786","openaq:1845518","2023-11-20 12:00:00+00",NULL,"28.600000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267787","openaq:1845518","2023-11-20 13:00:00+00",NULL,"29.100000000000005",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
"267788","openaq:1845518","2023-11-20 14:00:00+00",NULL,"29.399999999999995",NULL,NULL,NULL,NULL,NULL,False,False,False,False,"openaq",NULL,"2026-06-10 08:13:35.899768+00"
