"location_key","source","external_id","name","locality","country_iso","owner_name","provider_name","is_monitor","is_mobile","latitude","longitude","geom","created_at","updated_at"
"openaq:1236038","openaq","1236038","Nuannoradit school 2, Phasi Charoen, Bangkok","NaN","TH","Unknown Governmental Organization","AirGradient",False,False,13.723905641056973,100.46672554559318,"0101000020E6100000F3A1D2D4DE1D594090759BC2A3722B40","2026-06-06 13:35:24.296129+00","2026-06-10 15:53:52.679314+00"
"openaq:1236053","openaq","1236053","Suwannaramwittayakom school 1, Bangkok Noi, Bangkok","NaN","TH","Unknown Governmental Organization","AirGradient",False,False,13.76312579330489,100.47612901861227,"0101000020E610000071E7D8E5781E594006F5896CB8862B40","2026-06-06 13:35:24.296129+00","2026-06-10 15:53:52.679314+00"
"openaq:1236063","openaq","1236063","intERLab, Pathumthani, Thailand","NaN","TH","Unknown Governmental Organization","AirGradient",False,False,14.077551603647665,100.61278750267229,"0101000020E610000000D812E93727594091D602D8B4272C40","2026-06-06 13:35:24.296129+00","2026-06-10 15:53:52.679314+00"
"openaq:1236074","openaq","1236074","Mahapruttaram girl's school 2, Bang Rak, Bangkok","NaN","TH","Unknown Governmental Organization","AirGradient",False,False,13.732667711114303,100.51601151861196,"0101000020E61000000D332D55062159406824E43820772B40","2026-06-06 13:35:24.296129+00","2026-06-10 15:53:52.679314+00"
"openaq:135","openaq","135","Prabadang Rehabiltation Center","Samut Prakan","TH","Unknown Governmental Organization","Air4Thai",True,False,13.664087,100.543436,"0101000020E610000005DEC9A7C7225940C365153603542B40","2026-06-09 17:50:16.015093+00","2026-06-10 15:53:52.679314+00"
"openaq:1543132","openaq","1543132","Manila","N/A","PH","Unknown Governmental Organization","AirNow",True,False,14.57711,120.9778,"0101000020E6100000D8817346943E5E409D6340F67A272D40","2026-06-09 17:50:16.015093+00","2026-06-10 15:53:52.679314+00"
"openaq:1698943","openaq","1698943","Savvi Condominium Phahol-Ari","NaN","TH","Abid Hussain","AirGradient",False,False,13.778406648867108,100.54654472577135,"0101000020E610000050BFBA96FA22594012BFF7508B8E2B40","2026-06-09 17:50:16.015093+00","2026-06-10 15:53:52.679314+00"
"openaq:1845518","openaq","1845518","Mall of Asia Sensor","NaN","PH","Unknown Person","AirGradient",False,False,14.536036,120.985543,"0101000020E61000005073F222133F5E4012F5824F73122D40","2026-06-09 17:50:16.015093+00","2026-06-10 15:53:52.679314+00"
"openaq:1846215","openaq","1846215","South Triangle, Quezon City","NaN","PH","Unknown Person","AirGradient",False,False,14.639479,121.032469,"0101000020E61000009148DBF813425E4023F59ECA69472D40","2026-06-09 17:50:16.015093+00","2026-06-10 15:53:52.679314+00"
"openaq:1877127","openaq","1877127","Acoem Thailand","NaN","TH","Unknown Person","AirGradient",False,False,13.806197714948992,100.6154652387912,"0101000020E6100000B71B50C863275940B7A167F2C59C2B40","2026-06-06 13:35:24.296129+00","2026-06-10 15:53:52.679314+00"
